Clinic_ID,Province,City,Area,Clinic_Name,Clinic_Type,Latitude,Longitude,Phone,Operating_Hours,Services,Treatable_Conditions,Emergency_Services,Wheelchair_Access,Has_Pharmacy
87,KwaZulu-Natal,Ladysmith,Ladysmith Central,Ladysmith Central Community Health Centre,Community Health Centre,-28.528318,29.740998,012 566 1798,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",No,Yes,Yes
88,KwaZulu-Natal,Ladysmith,Ladysmith Central,Ladysmith Central Medical Centre,Health Centre,-28.597793,29.731159,012 994 2599,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","Comprehensive Care, HIV/TB Services, Maternal Health, Chronic Disease Management","diabetes, hypertension, asthma, arthritis, tb, hiv",No,Limited,Yes
89,KwaZulu-Natal,Ladysmith,Ladysmith Central,Ladysmith Central Mobile Clinic,Mobile Clinic,-28.559818,29.760982,012 315 1697,24 Hours Emergency Services,"Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",Yes,Yes,No
90,KwaZulu-Natal,Ladysmith,Ezakheni,Ezakheni District Hospital,District Hospital,-28.586734,29.748336,010 558 5089,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","Emergency Care, General Surgery, Maternity, Pediatrics, Specialist Referral","malaria, typhoid, tb, hiv, pneumonia, stroke, diabetes, hypertension",Yes,Yes,No
91,KwaZulu-Natal,Ladysmith,Ezakheni,Ezakheni Health Centre,Health Centre,-28.551264,29.755973,010 163 3359,"Mon-Fri 08:00-16:00, Sat-Sun Closed","Comprehensive Care, HIV/TB Services, Maternal Health, Chronic Disease Management","diabetes, hypertension, asthma, arthritis, tb, hiv",No,Limited,Yes
92,KwaZulu-Natal,Ladysmith,Colenso,Colenso Primary Care Clinic,Primary Care Clinic,-28.565303,29.732721,012 739 8664,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","General Consultation, Immunizations, Health Screening, Family Planning","flu, cold, fever, headache, diarrhea, allergy, asthma",No,Limited,No
93,KwaZulu-Natal,Ladysmith,Colenso,Colenso Medical Centre,Mobile Clinic,-28.522898,29.731562,011 235 6823,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",No,Yes,No
94,KwaZulu-Natal,Ladysmith,Van Reenen,Van Reenen Mobile Clinic,Mobile Clinic,-28.556868,29.744267,010 660 3230,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",No,Limited,Yes
95,KwaZulu-Natal,Ladysmith,Van Reenen,Van Reenen Primary Care Clinic,Primary Care Clinic,-28.50662,29.70652,012 668 6233,24 Hours Emergency Services,"General Consultation, Immunizations, Health Screening, Family Planning","flu, cold, fever, headache, diarrhea, allergy, asthma",Yes,Limited,No
96,KwaZulu-Natal,Port Shepstone,Port Shepstone Central,Port Shepstone Central Medical Centre,Mobile Clinic,-30.740691,30.400653,012 338 7916,24 Hours Emergency Services,"Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",Yes,Yes,Yes
97,KwaZulu-Natal,Port Shepstone,Port Shepstone Central,Port Shepstone Central District Hospital,District Hospital,-30.722755,30.470844,012 559 7896,24 Hours Emergency Services,"Emergency Care, General Surgery, Maternity, Pediatrics, Specialist Referral","malaria, typhoid, tb, hiv, pneumonia, stroke, diabetes, hypertension",Yes,Limited,Yes
98,KwaZulu-Natal,Port Shepstone,Shelly Beach,Shelly Beach Medical Centre,Community Health Centre,-30.726378,30.453723,010 380 4545,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",No,Yes,Yes
99,KwaZulu-Natal,Port Shepstone,Shelly Beach,Shelly Beach Mobile Clinic,Mobile Clinic,-30.78219,30.484062,010 286 6617,24 Hours Emergency Services,"Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",Yes,Limited,Yes
100,KwaZulu-Natal,Port Shepstone,Shelly Beach,Shelly Beach Primary Care Clinic,Primary Care Clinic,-30.705305,30.495722,012 516 3928,"Mon-Fri 08:00-16:00, Sat-Sun Closed","General Consultation, Immunizations, Health Screening, Family Planning","flu, cold, fever, headache, diarrhea, allergy, asthma",No,Yes,Yes
101,KwaZulu-Natal,Port Shepstone,Uvongo,Uvongo Medical Centre,District Hospital,-30.706119,30.450475,011 888 5225,"Mon-Fri 08:00-16:00, Sat-Sun Closed","Emergency Care, General Surgery, Maternity, Pediatrics, Specialist Referral","malaria, typhoid, tb, hiv, pneumonia, stroke, diabetes, hypertension",Yes,Yes,Yes
102,KwaZulu-Natal,Port Shepstone,Uvongo,Uvongo Medical Centre,District Hospital,-30.778686,30.444837,010 267 2190,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","Emergency Care, General Surgery, Maternity, Pediatrics, Specialist Referral","malaria, typhoid, tb, hiv, pneumonia, stroke, diabetes, hypertension",Yes,Yes,Yes
103,KwaZulu-Natal,Port Shepstone,Margate,Margate Mobile Clinic,Mobile Clinic,-30.74883,30.498284,012 150 6555,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",No,Yes,No
104,KwaZulu-Natal,Port Shepstone,Margate,Margate Primary Care Clinic,Primary Care Clinic,-30.730975,30.431699,010 362 8862,24 Hours Emergency Services,"General Consultation, Immunizations, Health Screening, Family Planning","flu, cold, fever, headache, diarrhea, allergy, asthma",Yes,Limited,Yes
105,KwaZulu-Natal,Port Shepstone,Ramsgate,Ramsgate Medical Centre,Health Centre,-30.769194,30.494784,012 375 6392,24 Hours Emergency Services,"Comprehensive Care, HIV/TB Services, Maternal Health, Chronic Disease Management","diabetes, hypertension, asthma, arthritis, tb, hiv",Yes,Yes,Yes
106,KwaZulu-Natal,Port Shepstone,Ramsgate,Ramsgate Community Health Centre,Community Health Centre,-30.725459,30.420867,010 290 8027,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",No,Yes,No
107,KwaZulu-Natal,Eshowe,Eshowe Central,Eshowe Central Mobile Clinic,Mobile Clinic,-28.801415,31.448717,011 761 6638,"Mon-Fri 08:00-16:00, Sat-Sun Closed","Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",No,Yes,Yes
108,KwaZulu-Natal,Eshowe,Eshowe Central,Eshowe Central Community Health Centre,Community Health Centre,-28.876334,31.4946,011 788 4274,24 Hours Emergency Services,"General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",Yes,Yes,Yes
109,KwaZulu-Natal,Eshowe,Eshowe Central,Eshowe Central Medical Centre,District Hospital,-28.837234,31.434996,011 426 7402,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","Emergency Care, General Surgery, Maternity, Pediatrics, Specialist Referral","malaria, typhoid, tb, hiv, pneumonia, stroke, diabetes, hypertension",Yes,Yes,Yes
110,KwaZulu-Natal,Eshowe,Mtunzini,Mtunzini Medical Centre,Mobile Clinic,-28.895799,31.432424,012 755 2794,24 Hours Emergency Services,"Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",Yes,Limited,Yes
111,KwaZulu-Natal,Eshowe,Mtunzini,Mtunzini Medical Centre,Mobile Clinic,-28.892224,31.442056,010 729 3382,24 Hours Emergency Services,"Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",Yes,Limited,Yes
112,KwaZulu-Natal,Eshowe,Gingindlovu,Gingindlovu Medical Centre,Health Centre,-28.871505,31.461446,012 764 9982,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","Comprehensive Care, HIV/TB Services, Maternal Health, Chronic Disease Management","diabetes, hypertension, asthma, arthritis, tb, hiv",No,Yes,No
113,KwaZulu-Natal,Eshowe,Gingindlovu,Gingindlovu Primary Care Clinic,Primary Care Clinic,-28.815645,31.469861,012 438 9760,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","General Consultation, Immunizations, Health Screening, Family Planning","flu, cold, fever, headache, diarrhea, allergy, asthma",No,Limited,No
114,KwaZulu-Natal,Eshowe,Nkandla,Nkandla District Hospital,District Hospital,-28.862476,31.45096,010 240 2832,24 Hours Emergency Services,"Emergency Care, General Surgery, Maternity, Pediatrics, Specialist Referral","malaria, typhoid, tb, hiv, pneumonia, stroke, diabetes, hypertension",Yes,Yes,No
115,KwaZulu-Natal,Eshowe,Nkandla,Nkandla Medical Centre,Community Health Centre,-28.864376,31.49204,012 106 2415,24 Hours Emergency Services,"General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",Yes,Yes,Yes
116,KwaZulu-Natal,Eshowe,Nkandla,Nkandla Medical Centre,District Hospital,-28.83176,31.486395,011 452 8330,"Mon-Fri 08:00-16:00, Sat-Sun Closed","Emergency Care, General Surgery, Maternity, Pediatrics, Specialist Referral","malaria, typhoid, tb, hiv, pneumonia, stroke, diabetes, hypertension",Yes,Yes,Yes
117,KwaZulu-Natal,Eshowe,Melmoth,Melmoth Community Health Centre,Community Health Centre,-28.861673,31.470058,010 999 6022,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",No,Limited,Yes
118,KwaZulu-Natal,Eshowe,Melmoth,Melmoth Community Health Centre,Community Health Centre,-28.834491,31.474162,011 802 6758,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",No,Yes,Yes
119,KwaZulu-Natal,Eshowe,Melmoth,Melmoth Medical Centre,Primary Care Clinic,-28.813829,31.46762,012 962 1220,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","General Consultation, Immunizations, Health Screening, Family Planning","flu, cold, fever, headache, diarrhea, allergy, asthma",No,Yes,No
120,KwaZulu-Natal,Eshowe,Melmoth,Melmoth Medical Centre,Mobile Clinic,-28.869758,31.476926,011 330 9432,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",No,Yes,No
121,KwaZulu-Natal,Vryheid,Vryheid Central,Vryheid Central Medical Centre,Mobile Clinic,-27.704345,30.849841,012 191 8070,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",No,Yes,Yes
122,KwaZulu-Natal,Vryheid,Vryheid Central,Vryheid Central Community Health Centre,Community Health Centre,-27.702251,30.831297,010 500 9292,24 Hours Emergency Services,"General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",Yes,Yes,Yes
123,KwaZulu-Natal,Vryheid,Vryheid Central,Vryheid Central Medical Centre,District Hospital,-27.707264,30.805273,011 656 3085,"Mon-Fri 08:00-16:00, Sat-Sun Closed","Emergency Care, General Surgery, Maternity, Pediatrics, Specialist Referral","malaria, typhoid, tb, hiv, pneumonia, stroke, diabetes, hypertension",Yes,Limited,No
124,KwaZulu-Natal,Vryheid,Nongoma,Nongoma Mobile Clinic,Mobile Clinic,-27.773824,30.896559,010 668 7243,"Mon-Fri 08:00-16:00, Sat-Sun Closed","Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",No,Yes,Yes
125,KwaZulu-Natal,Vryheid,Nongoma,Nongoma Community Health Centre,Community Health Centre,-27.751737,30.825718,011 517 1448,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",No,Yes,Yes
126,KwaZulu-Natal,Vryheid,Ulundi,Ulundi Mobile Clinic,Mobile Clinic,-27.727244,30.802543,012 120 5285,"Mon-Fri 08:00-16:00, Sat-Sun Closed","Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",No,Yes,No
127,KwaZulu-Natal,Vryheid,Ulundi,Ulundi Medical Centre,Health Centre,-27.725559,30.856894,011 719 8013,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","Comprehensive Care, HIV/TB Services, Maternal Health, Chronic Disease Management","diabetes, hypertension, asthma, arthritis, tb, hiv",No,Yes,No
128,KwaZulu-Natal,Vryheid,Ulundi,Ulundi Primary Care Clinic,Primary Care Clinic,-27.746037,30.878356,011 848 6254,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","General Consultation, Immunizations, Health Screening, Family Planning","flu, cold, fever, headache, diarrhea, allergy, asthma",No,Limited,No
129,KwaZulu-Natal,Vryheid,Babanango,Babanango Health Centre,Health Centre,-27.721161,30.833772,011 927 7031,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","Comprehensive Care, HIV/TB Services, Maternal Health, Chronic Disease Management","diabetes, hypertension, asthma, arthritis, tb, hiv",No,Yes,Yes
130,KwaZulu-Natal,Vryheid,Babanango,Babanango Mobile Clinic,Mobile Clinic,-27.773295,30.820653,010 133 6172,24 Hours Emergency Services,"Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",Yes,Yes,Yes
131,KwaZulu-Natal,Vryheid,Paulpietersburg,Paulpietersburg Medical Centre,Health Centre,-27.708298,30.879843,012 466 7009,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","Comprehensive Care, HIV/TB Services, Maternal Health, Chronic Disease Management","diabetes, hypertension, asthma, arthritis, tb, hiv",No,Yes,Yes
132,KwaZulu-Natal,Vryheid,Paulpietersburg,Paulpietersburg Mobile Clinic,Mobile Clinic,-27.767329,30.873017,011 603 3160,"Mon-Fri 08:00-16:00, Sat-Sun Closed","Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",No,Yes,Yes
133,KwaZulu-Natal,Vryheid,Paulpietersburg,Paulpietersburg Community Health Centre,Community Health Centre,-27.708962,30.895751,010 710 6327,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",No,Yes,Yes
134,Gauteng,Johannesburg,Johannesburg,Johannesburg Primary Care Clinic,Primary Care Clinic,-26.353145,27.871476,012 837 1974,24 Hours Emergency Services,"General Consultation, Immunizations, Health Screening, Family Planning","flu, cold, fever, headache, diarrhea, allergy, asthma",Yes,Yes,Yes
135,Gauteng,Johannesburg,Johannesburg,Johannesburg Primary Care Clinic,Primary Care Clinic,-26.360915,27.674104,010 653 7104,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","General Consultation, Immunizations, Health Screening, Family Planning","flu, cold, fever, headache, diarrhea, allergy, asthma",No,Yes,Yes
136,Gauteng,Johannesburg,Johannesburg,Johannesburg Medical Centre,Mobile Clinic,-25.877005,28.027946,012 818 2809,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",No,Limited,Yes
137,Gauteng,Johannesburg,Johannesburg,Johannesburg Medical Centre,Community Health Centre,-26.006106,27.736346,011 846 1937,"Mon-Fri 08:00-16:00, Sat-Sun Closed","General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",No,Yes,Yes
138,Gauteng,Pretoria,Pretoria,Pretoria Community Health Centre,Community Health Centre,-26.381416,28.380384,012 684 4310,"Mon-Fri 08:00-16:00, Sat-Sun Closed","General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",No,Yes,No
139,Gauteng,Pretoria,Pretoria,Pretoria Medical Centre,District Hospital,-26.467211,28.424353,011 664 2919,24 Hours Emergency Services,"Emergency Care, General Surgery, Maternity, Pediatrics, Specialist Referral","malaria, typhoid, tb, hiv, pneumonia, stroke, diabetes, hypertension",Yes,Yes,Yes
140,Gauteng,Soweto,Soweto,Soweto Health Centre,Health Centre,-25.788481,28.29042,010 267 6675,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","Comprehensive Care, HIV/TB Services, Maternal Health, Chronic Disease Management","diabetes, hypertension, asthma, arthritis, tb, hiv",No,Yes,Yes
141,Gauteng,Soweto,Soweto,Soweto Medical Centre,Mobile Clinic,-25.611365,28.3009,010 121 5244,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",No,Yes,Yes
142,Gauteng,Soweto,Soweto,Soweto Primary Care Clinic,Primary Care Clinic,-25.857229,28.445195,011 982 4566,"Mon-Fri 08:00-16:00, Sat-Sun Closed","General Consultation, Immunizations, Health Screening, Family Planning","flu, cold, fever, headache, diarrhea, allergy, asthma",No,Yes,Yes
143,Gauteng,Tembisa,Tembisa,Tembisa Health Centre,Health Centre,-26.048653,28.05471,010 954 7529,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","Comprehensive Care, HIV/TB Services, Maternal Health, Chronic Disease Management","diabetes, hypertension, asthma, arthritis, tb, hiv",No,Yes,No
144,Gauteng,Tembisa,Tembisa,Tembisa Mobile Clinic,Mobile Clinic,-26.229837,28.304236,010 372 5910,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",No,Yes,Yes
145,Gauteng,Tembisa,Tembisa,Tembisa District Hospital,District Hospital,-25.655602,27.575397,012 818 6776,24 Hours Emergency Services,"Emergency Care, General Surgery, Maternity, Pediatrics, Specialist Referral","malaria, typhoid, tb, hiv, pneumonia, stroke, diabetes, hypertension",Yes,Yes,Yes
146,Gauteng,Vereeniging,Vereeniging,Vereeniging Medical Centre,Community Health Centre,-26.436322,28.482623,010 583 2783,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",No,Yes,No
147,Gauteng,Vereeniging,Vereeniging,Vereeniging Medical Centre,Primary Care Clinic,-26.236927,28.366123,010 596 3030,"Mon-Fri 08:00-16:00, Sat-Sun Closed","General Consultation, Immunizations, Health Screening, Family Planning","flu, cold, fever, headache, diarrhea, allergy, asthma",No,Limited,No
148,Gauteng,Boksburg,Boksburg,Boksburg Community Health Centre,Community Health Centre,-26.08628,28.390871,011 137 2330,"Mon-Fri 08:00-16:00, Sat-Sun Closed","General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",No,Limited,Yes
149,Gauteng,Boksburg,Boksburg,Boksburg Medical Centre,Community Health Centre,-25.836657,27.632394,012 509 6406,24 Hours Emergency Services,"General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",Yes,Limited,No
150,Gauteng,Boksburg,Boksburg,Boksburg Medical Centre,Community Health Centre,-26.222677,27.884511,012 606 4050,"Mon-Fri 08:00-16:00, Sat-Sun Closed","General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",No,Yes,Yes
151,Gauteng,Boksburg,Boksburg,Boksburg Medical Centre,Mobile Clinic,-26.20758,27.797556,012 200 6596,24 Hours Emergency Services,"Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",Yes,Yes,No
152,Gauteng,Germiston,Germiston,Germiston Medical Centre,Mobile Clinic,-26.014974,27.577041,012 250 9670,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",No,Yes,Yes
153,Gauteng,Germiston,Germiston,Germiston Medical Centre,Primary Care Clinic,-26.347932,27.725202,011 613 4826,"Mon-Fri 08:00-16:00, Sat-Sun Closed","General Consultation, Immunizations, Health Screening, Family Planning","flu, cold, fever, headache, diarrhea, allergy, asthma",No,Yes,Yes
154,Gauteng,Germiston,Germiston,Germiston Medical Centre,Community Health Centre,-26.422229,28.156445,011 247 8695,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",No,Yes,Yes
155,Gauteng,Germiston,Germiston,Germiston Medical Centre,Community Health Centre,-25.824764,28.277721,011 324 8162,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",No,Yes,Yes
156,Western Cape,Cape Town,Cape Town,Cape Town Mobile Clinic,Mobile Clinic,-34.251059,18.97353,012 576 2977,"Mon-Fri 08:00-16:00, Sat-Sun Closed","Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",No,Limited,Yes
157,Western Cape,Cape Town,Cape Town,Cape Town Medical Centre,Community Health Centre,-33.676497,18.658611,011 646 1771,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",No,Limited,No
158,Western Cape,Cape Town,Cape Town,Cape Town District Hospital,District Hospital,-33.983179,18.722324,011 499 7720,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","Emergency Care, General Surgery, Maternity, Pediatrics, Specialist Referral","malaria, typhoid, tb, hiv, pneumonia, stroke, diabetes, hypertension",Yes,Yes,Yes
159,Western Cape,Mitchells Plain,Mitchells Plain,Mitchells Plain Medical Centre,Primary Care Clinic,-33.713827,18.954133,010 980 8169,24 Hours Emergency Services,"General Consultation, Immunizations, Health Screening, Family Planning","flu, cold, fever, headache, diarrhea, allergy, asthma",Yes,Yes,Yes
160,Western Cape,Mitchells Plain,Mitchells Plain,Mitchells Plain Mobile Clinic,Mobile Clinic,-34.211882,18.916396,012 855 3094,"Mon-Fri 08:00-16:00, Sat-Sun Closed","Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",No,Limited,Yes
161,Western Cape,Mitchells Plain,Mitchells Plain,Mitchells Plain Medical Centre,Community Health Centre,-34.499079,18.304572,011 313 9468,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",No,Yes,Yes
162,Western Cape,Khayelitsha,Khayelitsha,Khayelitsha Medical Centre,Health Centre,-34.427256,18.705192,012 157 7054,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","Comprehensive Care, HIV/TB Services, Maternal Health, Chronic Disease Management","diabetes, hypertension, asthma, arthritis, tb, hiv",No,Yes,Yes
163,Western Cape,Khayelitsha,Khayelitsha,Khayelitsha Health Centre,Health Centre,-34.084197,18.825801,012 628 8368,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","Comprehensive Care, HIV/TB Services, Maternal Health, Chronic Disease Management","diabetes, hypertension, asthma, arthritis, tb, hiv",No,Yes,Yes
164,Western Cape,Bellville,Bellville,Bellville Mobile Clinic,Mobile Clinic,-33.647087,18.252058,011 307 1716,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",No,Yes,No
165,Western Cape,Bellville,Bellville,Bellville Community Health Centre,Community Health Centre,-33.755504,18.016681,010 946 3894,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",No,Yes,Yes
166,Western Cape,Bellville,Bellville,Bellville Mobile Clinic,Mobile Clinic,-33.829097,18.048608,011 351 3409,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",No,Yes,Yes
167,Western Cape,Bellville,Bellville,Bellville Medical Centre,Mobile Clinic,-33.529855,18.5546,012 928 4071,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",No,Yes,Yes
168,Western Cape,Paarl,Paarl,Paarl Medical Centre,Health Centre,-34.196574,18.924802,012 805 7225,"Mon-Fri 08:00-16:00, Sat-Sun Closed","Comprehensive Care, HIV/TB Services, Maternal Health, Chronic Disease Management","diabetes, hypertension, asthma, arthritis, tb, hiv",No,Yes,Yes
169,Western Cape,Paarl,Paarl,Paarl Health Centre,Health Centre,-34.499098,18.774149,010 260 1224,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","Comprehensive Care, HIV/TB Services, Maternal Health, Chronic Disease Management","diabetes, hypertension, asthma, arthritis, tb, hiv",No,Yes,Yes
170,Western Cape,Paarl,Paarl,Paarl Mobile Clinic,Mobile Clinic,-33.883689,18.554434,011 983 8956,"Mon-Fri 08:00-16:00, Sat-Sun Closed","Primary Care, HIV/TB Testing, Immunizations, Health Education","flu, cold, fever, malaria, tb, hiv",No,Yes,Yes
171,Western Cape,Paarl,Paarl,Paarl Medical Centre,District Hospital,-33.695307,18.376834,012 231 1830,"Mon-Fri 08:00-16:00, Sat-Sun Closed","Emergency Care, General Surgery, Maternity, Pediatrics, Specialist Referral","malaria, typhoid, tb, hiv, pneumonia, stroke, diabetes, hypertension",Yes,Limited,Yes
172,Western Cape,Stellenbosch,Stellenbosch,Stellenbosch Medical Centre,Community Health Centre,-33.74799,18.717954,011 188 5083,24 Hours Emergency Services,"General Consultation, HIV/TB Testing, Immunizations, Maternal Health, Child Health","flu, cold, fever, headache, diarrhea, malaria, tb, hiv",Yes,Limited,No
173,Western Cape,Stellenbosch,Stellenbosch,Stellenbosch Primary Care Clinic,Primary Care Clinic,-34.180375,18.884204,011 748 7021,"Mon-Fri 07:00-17:00, Sat 08:00-13:00","General Consultation, Immunizations, Health Screening, Family Planning","flu, cold, fever, headache, diarrhea, allergy, asthma",No,Yes,Yes
174,Western Cape,Stellenbosch,Stellenbosch,Stellenbosch Medical Centre,District Hospital,-33.837684,18.12113,012 514 3702,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","Emergency Care, General Surgery, Maternity, Pediatrics, Specialist Referral","malaria, typhoid, tb, hiv, pneumonia, stroke, diabetes, hypertension",Yes,Yes,No
175,Western Cape,Stellenbosch,Stellenbosch,Stellenbosch District Hospital,District Hospital,-34.302056,18.608089,010 676 3216,"Mon-Fri 07:00-18:00, Sat 08:00-14:00","Emergency Care, General Surgery, Maternity, Pediatrics, Specialist Referral","malaria, typhoid, tb, hiv, pneumonia, stroke, diabetes, hypertension",Yes,Yes,No
